Axivion Bauhaus Suite,https://www.axivion.com/en/products-services-9#products_bauhaussuite,"Tracks down error-prone code locations, style violations, cloned or dead code, cyclic dependencies and more for C/C++, C#/.NET, Java and Ada 83/Ada 95.","c, cpp, java, php",9204013,6531695,
bandit,https://bandit.readthedocs.io/en/latest/,A tool to find common security issues in Python code,python,476518,2925116,
bellybutton,https://github.com/hchasestevens/bellybutton,A linting engine supporting custom project-specific rules,python,2460944,7863985,
Better Code Hub,https://bettercodehub.com,"Better Code Hub checks your GitHub codebase against 10 engineering guidelines devised by the authority in software quality, Software Improvement Group","csharp, cpp, go, groovy, java, javascript, objectivec, perl, php, python, ruby, scala, shell, smart, swift, typescript, kotlin",7478359,4256419,
BinSkim,https://github.com/Microsoft/binskim,A binary static analysis tool that provides security and correctness results for Windows portable executables,binary,7739399,373481,
Black,https://black.readthedocs.io/en/stable/,The uncompromising Python code formatter,"python, formatter",7174785,6901042,
Black Duck,ttps://www.blackducksoftware.com,"Tool to analyze source code and binaries for reusable code, necessary licenses and potential security aspects",binary,7093806,3780497,
bodyclose,https://github.com/timakin/bodyclose,Checks whether HTTP response body is closed,go,6353972,5668194,
Bootlint,https://github.com/twbs/bootlint,An HTML linter for Bootstrap projects,html,9357387,8697019,
brakeman,https://brakemanscanner.org/,A static analysis security vulnerability scanner for Ruby on Rails applications,"ruby, security",3988776,5551255,
brittany,https://github.com/lspitzner/brittany,Haskell source code formatte,haskell,2331103,4182009,
C2Rust,https://c2rust.com/,C2Rust helps you migrate C99-compliant code to Rust. The translator (or transpiler) produces unsafe Rust code that closely mirrors the input C code,rust,3375063,202909,
cane,https://github.com/square/cane,Code quality threshold checking as part of your build,ruby,2270163,2659301,
cargo-audit,https://rustsec.org/,Audit Cargo.lock for crates with security vulnerabilities reported to the [RustSec Advisory Database](https://github.com/RustSec/advisory-db/).,rust,4059964,4916630,
cargo-inspect,https://github.com/mre/cargo-inspect,Inspect Rust code without syntactic sugar to see what the compiler does behind the curtains,rust,3033221,8944234,
CAST Highlight,https://www.castsoftware.com/products/highlight,"Commercial Static Code Analysis which runs locally, but uploads the results to its cloud for presentation.","abap, c, cobol, cpp, csharp, java, javascript, jsp, php, plsql, python, tsql, vbasic",847105,8618536,
CBMC,http://www.cprover.org/cbmc/,"Bounded model-checker for C programs, user-defined assertions, standard assertions, several coverage metric analyses.","c, cpp",6450759,6982217,
cfn-lint,https://github.com/awslabs/cfn-python-lint,AWS Labs CloudFormation linter,configmanagement,9736236,275188,
cfn_nag,https://github.com/stelligent/cfn_nag,A linter for AWS CloudFormation templates,configmanagement,8898327,1929999,
Checker Framework,https://checkerframework.org/,Pluggable type-checking for Java.,java,7169981,9754976,
checkmake,https://github.com/mrtazz/checkmake,Linter / Analyzer for Makefiles,"buildtool, make",5724595,6000978,
Checkmarx CxSAST,https://www.checkmarx.com/products/static-application-security-testing/,Commercial Static Code Analysis which doesn't require pre-compilation.,"apex, asp, c, cpp, csharp, go, groovy, html, java, javascript, mobile, nodejs, objectivec, perl, phonegap, php, python, ruby, scala, security, swift, vbnet, vbasic, vbscript, visualforce",4843446,3960039,
checkov,https://www.checkov.io/,"Static analysis tool for Terraform files (tf>=v0.12), preventing cloud misconfigs at build time.",configmanagement,5282164,464877,
checkstyle,https://checkstyle.org/,Checking Java source code for adherence to a Code Standard or set of validation rules (best practices),java,6650075,6174192,
ChkTeX,http://www.nongnu.org/chktex/,A linter for LaTex which catches some typographic errors LaTeX oversees,latex,1123944,8932987,
churn-php,https://github.com/bmitch/churn-php,Helps discover good candidates for refactoring,php,5602870,5632792,
ciocheck,https://github.com/ContinuumIO/ciocheck,"Linter, formatter and test suite helper. As a linter, it is a wrapper around `pep8`, `pydocstyle`, `flake8`, and `pylint`.","python, meta, formatter",7391604,6550327,
ck,https://github.com/mauricioaniche/ck,Calculates Chidamber and Kemerer object-oriented metrics by processing the source Java files,java,8750958,8382692,
ckjm,http://www.spinellis.gr/sw/ckjm/,Calculates Chidamber and Kemerer object-oriented metrics by processing the bytecode of compiled Java files,java,7556014,602600,
clair,https://github.com/coreos/clair,Vulnerability Static Analysis for Containers,container,5038850,5412008,
clang-tidy,http://clang.llvm.org/extra/clang-tidy/,clang static analyser,"c, cpp",5056936,8835181,
ClassGraph,https://github.com/classgraph/classgraph,A classpath and module path scanner for querying or visualizing class metadata or class relatedness,"java, groovy, kotlin",1867257,5029415,
clippy,https://rust-lang.github.io/rust-clippy/,A code linter to catch common mistakes and improve your Rust code,rust,4374168,7117684,
Closure Compiler,https://developers.google.com/closure/compiler/,"A compiler tool to increase efficiency, reduce size, and provide code warnings in JavaScript files.",javascript,4448496,8186371,
ClosureLinter,https://github.com/google/closure-linter,Ensures that all of your project's JavaScript code follows the guidelines in the Google JavaScript Style Guide. It can also automatically fix many common errors.,javascript,6594374,607588,
clj-kondo,ttps://github.com/borkdude/clj-kond, A linter for Clojure code that sparks joy. It informs you about potential errors while you are typing,clojure,2473599,2225313,
CMetrics,https://github.com/MetricsGrimoire/CMetrics,Measures size and complexity for C files,"c, cpp",4706492,4861586,
coala,https://coala.io/,Language independent framework for creating code analysis - supports [over 60 languages](https://coala.io/languages) by default.,"c, cpp, java, javascript, css",5257307,755975,
Cobra,http://spinroot.com/cobra/,Structural source code analyzer by NASA's Jet Propulsion Laboratory.,"ada, c, cpp, python",8010675,7440888,
Codacy,https://www.codacy.com/,"Code Analysis to ship Better Code, Faster.",service,4931226,2762905,
Code Analysis Rule Collection,https://carc.codeplex.com/,"'Contains a set of diagnostics, code fixes and refactorings built on the Microsoft .NET Compiler Platform ""Roslyn"".",csharp,4541488,1951129,
Code Climate,https://codeclimate.com/,"The open and extensible static analysis platform, for everyone.",service,102358,563356,
Code Inspector,https://www.code-inspector.com,Code quality and technical debt management platform that supports 10+ languages,service,7272752,1288115,
code-cracker,http://code-cracker.github.io/,"An analyzer library for C# and VB that uses Roslyn to produce refactorings, code analysis, and other niceties.",csharp,6278522,4705321,
Codeac,https://www.codeac.io?ref=awesome-static-analysis,"Automated code review tool integrates with GitHub, Bitbucket and GitLab (even self-hosted). Available for JavaScript, TypeScript, Python, Ruby, Go, PHP, Java, Docker, and more. (open-source free)","ci, container, go, java, javascript, php, python, ruby, service, typescript",7590390,4226260,
codeburner,http://groupon.github.io/codeburner/,Provides a unified interface to sort and act on the issues it finds,"c, cpp, java, javascript, meta, php",7721113,8856904,
codechecker,https://codechecker.readthedocs.io/en/latest/,A defect database and viewer extension for the Clang Static Analyzer with web GUI,"buildtool, c, cpp",4033765,7434269,
CodeFactor,https://codefactor.io,"Static Code Analysis for C#, C, C++, CoffeeScript, CSS, Groovy, GO, JAVA, JavaScript, Less, Python, Ruby, Scala, SCSS, TypeScript.","c, coffeescript, cpp, csharp, css, go, groovy, java, javascript, less, php, python, ruby, scala, typescript",4984518,971811,
CodeFlow,https://www.getcodeflow.com,Automated code analysis tool to deal with technical depth. Integrates with Bitbucket and Gitlab. (free for Open Source Projects,service,6060782,491709,
CodeIt.Right,https://submain.com/products/codeit.right.aspx,"CodeIt.Right&trade; provides a fast, automated way to ensure that your source code adheres to (your) predefined design and style guidelines as well as best coding practices.","csharp, vbnet",8207623,5109352,
Codelyzer,http://codelyzer.com/,A set of tslint rules for static code analysis of Angular 2 TypeScript projects,typescript,971522,1826262,
CodeNarc,https://codenarc.github.io/CodeNarc/,"A static analysis tool for Groovy source code, enabling monitoring and enforcement of many coding standards and best practices.",groovy,7080374,1984820,
CodePatrol,https://cyber-security.claranet.fr/en/codepatrol,"Automated SAST code reviews driven by security, supports 15+ languages and includes security training.","ci, csharp, javascript, java, php, service, security",3089883,2738038,
Codepeer,http://www.adacore.com/codepeer,Detects run-time and logic errors,ada,5705317,7622950,
CodeRush,https://www.devexpress.com/products/coderush/,"Code creation, debugging, navigation, refactoring, analysis and visualization tools that use the Roslyn engine in Visual Studio 2015 and up.","aspnet, csharp, dotnet",2131192,9167032,
CodeScene,https://empear.com/,"CodeScene prioritizes technical debt, finds social patterns and identifies hidden risks in your code.","c, cpp, csharp, elixir, go, groovy, java, javascript, kotlin, perl, php, python, typescript",2599242,757752,
CodeSonar from GrammaTech,https://www.grammatech.com/products/codesonar,"Advanced, whole program, deep path, static analysis of C and C++ with easy-to-understand explanations and code and path visualization.","c, cpp",162982,7724866,
codespell,https://github.com/codespell-project/codespell,Check code for common misspellings,writing,5674942,4039456,
coffeelint,http://www.coffeelint.org/,A style checker that helps keep CoffeeScript code clean and consistent,coffeescript,9920040,2882051,
CogniCrypt,https://www.eclipse.org/cognicrypt/,Checks Java source and byte code for incorrect uses of cryptographic APIs,java,2326014,9164824,
cohesion,https://github.com/mschwager/cohesion,A tool for measuring Python class cohesion,python,8584446,5389639,
collector,https://github.com/banyanops/collector,"Run arbitrary scripts inside containers, and gather useful information.",container,2909485,8266773,
complexity-report,https://github.com/jared-stilwell/complexity-report,Software complexity analysis for JavaScript projects,javascript,3219510,6226762,
cookstyle,https://docs.chef.io/cookstyle.html,Cookstyle is a linting tool based on the RuboCop Ruby linting tool for Chef cookbooks,configmanagement,1118441,2022753,
Corrode,https://github.com/jameysharp/corrode,Semi-automatic translation from C to Rust. Could reveal bugs in the original implementation by showing Rust compiler warnings and errors. Superseded by C2Rust,"c, cpp, rust",6515835,2397931,
Coverity,https://www.synopsys.com/software-integrity/security-testing/static-analysis-sast.html,"Synopsys Coverity supports 20 languages and over 70 frameworks including Ruby on rails, Scala, PHP, Python, JavaScript, TypeScript, Java, Fortran, C, C++, C#, VB.NET.","c, cpp, csharp, fortran, java, javascript, php, python, rails, scala, typescript, vbnet, security",9156880,1368766,
cppcheck,http://cppcheck.sourceforge.net/,Static analysis of C/C++ code,"c, cpp",8331599,4200969,
CppDepend,https://www.cppdepend.com,"Measure, query and visualize your code and avoid unexpected issues, technical debt and complexity.","c, cpp",2583682,3136773,
cpplint,https://github.com/google/styleguide/tree/gh-pages/cpplint,Automated C++ checker that follows Google's style guide.,"c, cpp",1293008,8817486,
cqc,https://github.com/xcatliu/cqc,"Check your code quality for js, jsx, vue, css, less, scss, sass and styl files.","javascript, jsx, vue, css, less",8803195,5314789,
cqmetrics,https://github.com/dspinellis/cqmetrics,Quality metrics for C code,"c, cpp",3704895,8179137,
credo,http://credo-ci.org/,A static code analysis tool with a focus on code consistency and teaching,elixir,3244390,9473371,
crystal,https://crystal-lang.org/,The Crystal compiler has built-in linting functionality,crystal,4527280,6359365,
CScout,https://www.spinellis.gr/cscout/,Complexity and quality metrics for for C and C preprocessor code,"c, cpp",4099732,6365794,
CSharpEssentials,https://github.com/DustinCampbell/CSharpEssentials,"C# Essentials is a collection of Roslyn diagnostic analyzers, code fixes and refactorings that make it easy to work with C# 6 language features.",csharp,2528576,3706006,
CSS Stats,https://cssstats.com/,Potentially interesting stats on stylesheets,css,6333064,205866,
CSScomb,https://github.com/csscomb/csscomb.js,A coding style formatter for CSS. Supports own configurations to make style sheets beautiful and consistent,"css, formatter",1672543,6958432,
CSSLint,http://csslint.net/,Does basic syntax checking and finds problematic patterns or signs of inefficiency,css,6964265,3019049,
cwe_checker,https://github.com/fkie-cad/cwe_checker,cwe_checker finds vulnerable patterns in binary executables,binary,6745573,6282443,
cyclocomp,https://github.com/MangoTheCat/cyclocomp,Quantifies the cyclomatic complexity of R functions / expressions,r,7601529,3892809,
D-scanner,https://github.com/dlang-community/D-Scanner,D-Scanner is a tool for analyzing D source code,dlang,1708591,3804698,
Linter for dart,https://dart-lang.github.io/linter/,Style linter for Dart,dart,4426643,56958,
dagda,https://github.com/eliasgranderubio/dagda,Perform static analysis of known vulnerabilities in docker images/containers,container,6234201,5303893,
dawnscanner,https://github.com/thesp0nge/dawnscanner,"A static analysis security scanner for ruby written web applications. It supports Sinatra, Padrino and Ruby on Rails frameworks.","ruby, rails",8674782,2071764,
deadcode,https://github.com/tsenart/deadcode,Finds unused code,go,9394937,9444503,
DeepScan,https://deepscan.io,An analyzer for JavaScript which targets runtime errors and quality issues rather than coding conventions,javascript,8156766,2875051,
DeepCode,https://www.deepcode.ai/,"DeepCode finds bugs, security vulnerabilities, performance and API issues based on AI. DeepCode's speed of analysis allow us to analyse your code in real time and deliver results when you hit the save button in your IDE. Supported languages are Java, C/C++, JavaScript, Python, and TypeScript. Integrations with GitHub, BitBucket and Gitlab.","c, cpp, java, python, javascript, typescript",3875782,7652758,
DeepSource,https://deepsource.io/,"In-depth static analysis to find issues in verticals of bug risks, security, anti-patterns, performance, documentation and style. Native integrations with GitHub, GitLab and Bitbucket. Less than 5% false positives.","go, python, ruby, javascript, sql, container, configmanagement",4136631,3702390,
dennis,https://github.com/willkg/dennis/,A set of utilities for working with PO files to ease development and improve quality,translation,3739753,8989703,
deno_lint,https://github.com/denoland/deno_lint,Official linter for Deno,deno,6750753,2261805,
Depends,https://github.com/multilang-depends/depends,"Analyses the comprehensive dependencies of code elements for Java, C/C++, Ruby.","c, cpp, java, php",5887400,8879878,
dephpend,https://dephpend.com/,Dependency analysis tool,php,3321301,2659387,
deprecation-detector,https://github.com/sensiolabs-de/deprecation-detector,Finds usages of deprecated (Symfony) code,php,5838382,5716581,
deptrac,https://github.com/sensiolabs-de/deptrac,Enforce rules for dependencies between software layers,php,2813007,2116062,
Designite,http://www.designite-tools.com,"Designite supports detection of various architecture, design, and implementation smells, computation of various code quality metrics, and trend analysis.",csharp,5760268,1323620,
DesigniteJava,http://www.designite-tools.com/designitejava,"DesigniteJava supports detection of various architecture, design, and implementation smells along with computation of various code quality metrics.",java,5296660,1367215,
DesignPatternDetector,https://github.com/Halleck45/DesignPatternDetector,Detection of design patterns in PHP code,php,1121848,7260327,
detekt,https://detekt.github.io/detekt/,Static code analysis for Kotlin code,kotlin,3597515,9454640,
DevSkim,https://github.com/Microsoft/DevSkim,"Inline, realtime security analysis. Works with multiple programming languages and IDEs (VS, VS Code, Sublime Text, ...).",ide,5818054,3243649,
dingo-hunter,https://github.com/nickng/dingo-hunter,Static analyser for finding deadlocks in Go,go,2685491,218104,
Dlint,https://github.com/dlint-py/dlint,A tool for ensuring Python code is secure,python,1632747,878856,
Docker Label Inspector,https://github.com/garethr/docker-label-inspector,Lint and validate Dockerfile labels,container,5856131,6554331,
dogsled,https://github.com/alexkohler/dogsled,Finds assignments/declarations with too many blank identifiers,go,1687712,8702038,
dotenv-linter,https://dotenv-linter.readthedocs.io/en/latest/,Linting dotenv files like a charm,configfile,7158244,9092536,
dupl,https://github.com/mibk/dupl,Reports potentially duplicated code,go,6603005,8592261,
EasyCodingStandard,https://www.tomasvotruba.com/blog/2017/05/03/combine-power-of-php-code-sniffer-and-php-cs-fixer-in-3-lines/,Combine [PHP_CodeSniffer](https://github.com/squizlabs/PHP_CodeSniffer) and [PHP-CS-Fixer](https://github.com/FriendsOfPHP/PHP-CS-Fixer).,php,1418574,7742623,
effective_dart,ttps://pub.dev/packages/effective_dar,Linter rules corresponding to the guidelines in Effective Dart,dart,2271090,5378415,
electrolysis,http://kha.github.io/electrolysis/,A tool for formally verifying Rust programs by transpiling them into definitions in the Lean theorem prover,rust,9044511,238451,
elm-analyse,https://stil4m.github.io/elm-analyse/,"A tool that allows you to analyse your Elm code, identify deficiencies and apply best practices.",elm,1868819,5507008,
elm-review,https://package.elm-lang.org/packages/jfmengels/elm-review/latest/,"Analyzes whole Elm projects, with a focus on shareable and custom rules written in Elm that add guarantees the Elm compiler doesn't give you.",elm,8190988,3266971,
elvis,https://github.com/inaka/elvis,Erlang Style Reviewer,erlang,7824668,2436737,
ember-template-lint,https://github.com/ember-template-lint/ember-template-lint,Linter for Ember or Handlebars templates,template,7288331,5581108,
Embold,https://embold.io,"Intelligent software analytics platform that identifies design issues, code issues, duplication and metrics. Supports Java, C, C++, C#, JavaScript, TypeScript, Python, Go, Kotlin and more.","java, c, cpp, csharp, javascript, typescript, python, go, kotlin, service",1754290,4594028,
errcheck,https://github.com/kisielk/errcheck,Check that error return values are used,go,8042294,5642637,
Error-prone,https://errorprone.info/,Catch common Java mistakes as compile-time errors,java,3297858,6783321,
ESBMC,http://esbmc.org/,"ESBMC is an open source, permissively licensed, context-bounded model checker based on satisfiability modulo theories for the verification of single- and multi-threaded C/C++ programs.","c, cpp",4634880,5035845,
escomplex,https://github.com/jared-stilwell/escomplex,Software complexity analysis of JavaScript-family abstract syntax trees,javascript,8921651,9122638,
eslint,https://eslint.org/,A fully pluggable tool for identifying and reporting on patterns in JavaScript,javascript,232402,8718594,
ESLint,https://github.com/typescript-eslint/typescript-eslint,An extensible linter for the TypeScript language,typescript,9803414,3625083,
Esprima,https://esprima.org/,ECMAScript parsing infrastructure for multipurpose analysis,javascript,8143878,1407319,
exakat,https://www.exakat.io/,An automated code reviewing engine for PHP,"ci, php",1277801,979657,
fb-contrib,http://fb-contrib.sourceforge.net/,A plugin for FindBugs with additional bug detectors,java,7557612,6181105,
Find Security Bugs,https://find-sec-bugs.github.io/,"The SpotBugs plugin for security audits of Java web applications and Android applications. (Also work with Kotlin, Groovy and Scala projects","groovy, java, kotlin, scala",1042269,6236318,
Fix Insight,https://www.tmssoftware.com/site/fixinsight.asp,A free IDE Plugin for static code analysis. A _Pro_ edition includes a command line tool for automation purposes,delphi,7098278,5962979,
flake8,https://github.com/PyCQA/flake8,"A wrapper around `pyflakes`, `pycodestyle` and `mccabe`.","meta, python",3827173,6322638,
flawfinder,https://www.dwheeler.com/flawfinder/,Finds possible security weaknesses,"c, cpp",4494353,6944104,
flay,https://ruby.sadi.st/Flay.html,Flay analyzes code for structural similarities,ruby,9645044,5599836,
flen,https://github.com/lafolle/flen,Get info on length of functions in a Go package,go,2489744,4289013,
flint++,https://github.com/JossWhittle/FlintPlusPlus,"Cross-platform, zero-dependency port of flint, a lint program for C++ developed and used at Facebook.","c, cpp",6325513,3591209,
flog,https://ruby.sadi.st/Flog.html,"Flog reports the most tortured code in an easy to read pain report. The higher the score, the more pain the code is in.",ruby,8862723,7816631,
flow,https://flow.org/,A static type checker for JavaScript,javascript,7283000,8851786,
hegel,https://hegel.js.org/,A static type checker for JavaScript with a bias on type inference and strong type systems,javascript,855257,1682805,
FlowDroid,https://github.com/secure-software-engineering/FlowDroid,Static taint analysis tool for Android applications,mobile,3419035,928489,
foodcritic,http://www.foodcritic.io/,A lint tool that checks Chef cookbooks for common problems,configmanagement,6620742,6412981,
forbidden-apis,https://github.com/policeman-tools/forbidden-apis,Detects and forbids invocations of specific method/class/field (like reading from a text stream without a charset). Maven/Gradle/Ant compatible,java,4382108,7566891,
Fortify,https://software.microfocus.com/en-us/products/static-code-analysis-sast/overview,"A commercial static analysis platform that supports the scanning of C/C++, C#, VB.NET, VB6, ABAP/BSP, ActionScript, Apex, ASP.NET, Classic ASP, VB Script, Cobol, ColdFusion, HTML, Java, JS, JSP, MXML/Flex, Objective-C, PHP, PL/SQL, T-SQL, Python (2.6, 2.7), Ruby (1.9.3), Swift, Scala, VB, and XML.","abap, actionscript, apex, aspnet, c, cobol, coldfusion, cpp, csharp, html, java, javascript, jsp, objectivec, php, plsql, python, ruby, scala, swift, tsql, vbasic, vbnet, vbscript, xml, security",2701151,1882559,
Frama-C,http://frama-c.com/,A sound and extensible static analyzer for C code,"c, cpp",5625456,7198892,
Frink,https://catless.ncl.ac.uk/Programs/Frink/,"A Tcl formatting and static check program (can prettify the program, minimise, obfuscate or just sanity check it).",tcl,9301147,3117349,
FSharpLint,http://fsprojects.github.io/FSharpLint/,Lint tool for F#.,fsharp,1325121,8387099,
gawk --lint,https://www.gnu.org/software/gawk/manual/html_node/Options.html,Warns about constructs that are dubious or nonportable to other awk implementations,awk,4469781,8730225,
Gendarme,https://www.mono-project.com/docs/tools+libraries/tools/gendarme/,Gendarme inspects programs and libraries that contain code in ECMA CIL format (Mono and .NET),csharp,1294545,593448,
gherkin-lint,https://github.com/vsiakka/gherkin-lint,A linter for the Gherkin-Syntax written in Javascript,gherkin,7524278,752627,
Ghidra,https://ghidra-sre.org,A software reverse engineering (SRE) suite of tools developed by NSA's Research Directorate in support of the Cybersecurity missio,binary,7592240,2276289,
Gitleaks,ttps://github.com/zricethezav/gitleak,"A SAST tool for detecting hardcoded secrets like passwords, api keys, and tokens in git repos",security,1595696,2875140,
ShiftLeft Scan,https://slscan.io,Scan is a free open-source DevSecOps platform for detecting security issues in source code and dependencies. It supports a broad range of languages and CI/CD pipelines,"apex, shell, go, groovy, ide, java, jsp, json, kotlin, scala, container, nodejs, configmanagement, php, plsql, python, ruby, rust, vbasic, yaml",3099234,7681678,
Super-Linter,https://github.com/github/super-linter,Combination of multiple linters to install as a GitHub Action.,"coffeescript, container, go, javascript, json, markdown, perl, python, ruby, shell, configmanagement, typescript, xml, yaml",7163407,1861971,
gixy,https://github.com/yandex/gixy,A tool to analyze Nginx configuration. The main goal is to prevent misconfiguration and automate flaw detection,configfile,8251531,3471891,
Go Meta Linter,https://github.com/alecthomas/gometalinter,Concurrently run Go lint tools and normalise their output. Use `golangci-lint` for new projects.,"meta, go",6708583,729793,
go tool vet --shadow,https://golang.org/cmd/vet/#hdr-Shadowed_variables,Reports variables that may have been unintentionally shadowed,go,9196366,4876882,
go vet,https://golang.org/cmd/vet/,Examines Go source code and reports suspicious,go,5897132,3769546,
go-consistent,https://github.com/Quasilyte/go-consistent,Analyzer that helps you to make your Go programs more consistent,go,1705923,5213015,
go-critic,https://github.com/go-critic/go-critic,Go source code linter that maintains checks which are currently not implemented in other linters,go,3471851,4153702,
go/ast,https://golang.org/pkg/go/ast/,Package ast declares the types used to represent syntax trees for Go packages,go,8142897,7642187,
gochecknoglobals,https://github.com/leighmcculloch/gochecknoglobals,Checks that no globals are present,go,6734495,5675423,
goconst,https://github.com/jgautheron/goconst,Finds repeated strings that could be replaced by a constant,go,5889994,3414600,
gocyclo,https://github.com/fzipp/gocyclo,Calculate cyclomatic complexities of functions in Go source code,go,580168,8287438,
gofmt -s,https://golang.org/cmd/gofmt/,Checks if the code is properly formatted and could not be further simplified,go,2292783,8466662,
goimports,https://pkg.go.dev/golang.org/x/tools/cmd/goimports,Checks missing or unreferenced package imports,go,919638,3474402,
GolangCI-Lint,https://golangci-lint.run/,Alternative to `Go Meta Linter`: GolangCI-Lint is a linters aggregator.,go,765851,5118644,
golint,https://github.com/golang/lint,Prints out coding style mistakes in Go source code,go,113534,8366868,
Goodcheck,https://sider.github.io/goodcheck/,Regexp based customizable linter,"c, cpp, java, php",4176387,5216607,
goodpractice,http://mangothecat.github.io/goodpractice/,Analyses the source code for R packages and provides best-practice recommendations,r,2316060,3998695,
google-java-format,https://github.com/google/google-java-format,Google Style Reformat,java,140169,6533651,
goreporter,https://github.com/360EntSecGroup-Skylar/goreporter,Concurrently runs many linters and normalises their output to a report,"meta, go",1406876,2193717,
goroutine-inspect,https://github.com/linuxerwang/goroutine-inspect,An interactive tool to analyze Golang goroutine dump,go,9302727,6894975,
gosec (gas),https://securego.io/,Inspects source code for security problems by scanning the Go AST,go,2277249,4508097,
gotype,https://pkg.go.dev/golang.org/x/tools/cmd/gotype,Syntactic and semantic analysis similar to the Go compiler,go,2026111,2398321,
GraphMyCSS.com,https://graphmycss.com,CSS Specificity Graph Generator,css,2909606,1011581,
graudit,http://www.justanotherhacker.com/,Grep rough audit - source code auditing tool.,"c, cpp, php, asp, csharp, java, perl, python, ruby",3639243,1555555,
GrumPHP,https://github.com/phpro/grumphp,Checks code on every commit,php,5618523,547341,
grunt-bootlint,https://github.com/twbs/grunt-bootlint,"A Grunt wrapper for [Bootlint](https://github.com/twbs/bootlint), the HTML linter for Bootstrap projects",html,8469752,4017903,
gulp-bootlint,https://github.com/tschortsch/gulp-bootlint,"A gulp wrapper for [Bootlint](https://github.com/twbs/bootlint), the HTML linter for Bootstrap projects",html,8043165,5521980,
haml-lint,https://github.com/sds/haml-lint,Tool for writing clean and consistent HAML,template,7392986,8881126,
Haskell Dockerfile Linter,https://github.com/lukasmartinelli/hadolint,A smarter Dockerfile linter that helpsyou build best practice Docker images,container,4407346,7540153,
Haxe Checkstyle,http://haxecheckstyle.github.io/docs/haxe-checkstyle/home.html,A static analysis tool to help developers write Haxe code that adheres to a coding standard,haxe,1313539,4801488,
Helix QAC,https://www.perforce.com/products/helix-qac,"Enterprise-grade static analysis for embedded software. Supports MISRA, CERT, and AUTOSAR coding standards.","c, cpp",5081257,4246101,
herbie,https://github.com/mcarton/rust-herbie-lint,Adds warnings or errors to your crate when using a numerically unstable floating point expression,rust,1563763,4000185,
